polymer,mp,mw
Poly(nonamethylene pimelamide),196.0,282.43
Poly(nonamethylene sebacamide),189.0,324.51
Poly(nonamethylene tridecanediamide),183.0,366.59
Poly(nonamethylene undecanediamide),196.0,338.54
Poly(nonamethylene urea),220.0,184.28
Poly(nonyl-hexamethylene malonamide) (diacid),137.0,310.48
Poly(o-hydroxy-styrene-alt-carbon monoxide),195.0,148.16
Poly(o-methoxy-vinylcyclohexane),195.0,140.23
Poly(o-phenylene adipamide),179.0,218.26
Poly(o-phenylene sebacamide),125.0,274.36
Poly(o-phenylene suberamide),150.0,246.31
"Poly(octadecamethylene 4,4'-(ethylenedixy)-dibenzoate]",122.0,552.77
Poly(octadecamethylene anhydride),95.0,296.45
Poly(octadecamethylene docosanediamide),146.0,619.08
Poly(octadecamethylene dodecanediamide),170.0,478.8
Poly(octadecamethylene octadecanediamide),152.0,562.97
Poly(octadecamethylene p-phenylenediacetamide),225.0,442.69
Poly(octadecamethylene p-phenylenedipropionamide),232.0,470.74
Poly(octadecamethylene p-xylylenediurea),226.0,472.72
Poly(octadecamethylene sebacamide),171.0,450.75
Poly(octadecamethylene terephthalamide),255.0,414.63
Poly(octadecamethylene terephthalate),116.0,416.6
Poly(octadecyl-hexamethylene malonamide) (diacid),165.0,436.72
"Poly(octamethylene 2,4-pyridinedicarboxamide)",190.0,275.35
"Poly(octamethylene 2,5-furandicarboxamide)",125.0,264.32
"Poly(octamethylene 2,5-pyridinedicarboxamide)",232.0,275.35
"Poly(octamethylene 2,5-tetrahydrofurandipropionamide)",180.0,324.46
"Poly(octamethylene 2,5-thiophenedicarboxamide)",304.0,280.39
"Poly(octamethylene 2,6-pyridinedicarboxamide)",192.0,275.35
"Poly(octamethylene 3,5-pyridinedicarboxiamide)",214.0,275.35
"Poly(octamethylene 4,4'-biphenylenedicarboxylate)",197.0,352.43
"Poly(octamethylene N,N'-ethylenediterephthalamate)",282.0,466.53
"Poly(octamethylene N,N'-hexamethylenediterephthalamate)",238.0,522.64
"Poly(octamethylene N,N'-tetramethylenediterephthalamate)",276.0,494.59
"Poly(octamethylene N,N'-trimethylenediterephthalamate)",231.0,480.56
"Poly(octamethylene N,N,'-pentamethylenediterephthalamate)",207.0,508.61
Poly(octamethylene adipamide),246.33333333333334,254.37
Poly(octamethylene decamethylenediurethane),137.0,370.53
Poly(octamethylene disulfide),58.0,176.34
Poly(octamethylene docosanediamide),175.0,478.8
Poly(octamethylene dodecanediamide),198.66666666666666,338.54
Poly(octamethylene dodecanedioate),73.0,340.5
Poly(octamethylene eicosanediamide),179.0,450.75
Poly(octamethylene isophthalamide),186.0,274.36
Poly(octamethylene octadecanediamide),179.0,422.7
Poly(octamethylene octamethylenedithiourea),190.0,372.63
Poly(octamethylene octamethylenediurethane),144.0,342.48
Poly(octamethylene oxamide),276.0,198.27
Poly(octamethylene oxamide-alt-octamethylene sebacamide),244.0,508.75
Poly(octamethylene p-phenylenediacetamide),280.0,302.42
Poly(octamethylene p-phenylenedipropionamide),289.0,330.47
Poly(octamethylene p-xylylenediurea),278.0,332.45
Poly(octamethylene p-xylylenediurethane),196.0,334.42
Poly(octamethylene phthalamide),123.0,274.36
Poly(octamethylene sebacamide),207.66666666666666,310.48
Poly(octamethylene sebacoyldiurea),212.0,396.53
Poly(octamethylene tetradecanediamide),196.0,366.59
Poly(octamethylene tetramethylenedithiourea),160.0,316.53
Poly(octamethylene urea),260.0,170.26
Poly(octyl-hexamethylene malonamide) (diacid),132.0,296.45
Poly(octyl-phosphinideneditrimethylene adipamide),135.0,370.52
"Poly(oxydiethylene 2,2'-dibenzoate)",95.0,312.32
"Poly(oxydiethylene 3,3'-dibenzoate)",75.0,312.32
"Poly(oxydiethylene 4,4'-dibenzoate)",170.0,312.32
"Poly(oxydiethylene 4,4'-ethylenedibenzoate)",105.0,340.38
"Poly(oxydiethylene 4,4'-methylenedibenzoate)",145.0,326.35
Poly(oxydiethylene hexamethylenediurethane),120.0,274.32
Poly(oxydiethylene isophthalate),90.0,236.22
Poly(oxydiethylene sulfonyldivalerate),66.0,304.34
Poly(oxydipentamethylene 5-oxadodecanediamide),102.0,384.56
Poly(oxydipentamethylene 5-oxahexadecanediamide),122.0,440.67
Poly(oxydipentamethylene 5-oxasebacamide),127.0,356.51
Poly(oxydipentamethylene 5-oxatetradecanediamide),118.0,412.61
Poly(oxydipentamethylene 5-oxaundecanediamide),108.0,370.53
Poly(oxydipentamethylene 6-oxadodecanediamide),100.0,384.56
Poly(oxydipentamethylene 6-oxaheptadecanediamide),128.0,454.7
Poly(oxydipentamethylene 6-oxapentadecanediamide),117.0,426.64
Poly(oxydipentamethylene 6-oxatridecanediamide),106.0,398.59
Poly(oxydipentamethylene oxydibutyramide),138.0,342.48
Poly(oxydipentamethylene oxydicaproamide),128.0,398.59
Poly(oxydipentamethylene oxydienanthamide),129.0,426.64
Poly(oxydipentamethylene oxydipelargonamide),129.0,482.75
Poly(oxydipentamethylene oxydivaleramide),134.0,370.53
Poly(oxyditetramethylene hexamethylenediurethane),124.0,330.42
Poly(oxyditrimethylene adipamide),201.5,242.32
Poly(oxyditrimethylene terephthalamide),281.0,262.31
Poly(p-chloro-styrene),232.0,138.6
Poly(p-fluoro-styrene),322.0,122.14
"Poly(p-phenylene 1,4-piperazinedipropionate)",189.0,304.35
Poly(p-phenylene azelamide),345.0,260.34
Poly(p-phenylene azelate),135.0,262.31
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, dibutyl ester",330.0,380.44
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, diethyl ester",340.0,324.34
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, diisopropyl ester",320.0,352.39
"Poly(p-phenylene cyclobutylenedicarboxylic acid) dicyano-, dimethyl ester",290.0,296.28
Poly(p-phenylene cyclobutylenedicarboxylic acid) diisopropyl ester,320.0,302.37
Poly(p-phenylene hexamethylenediurethane),150.0,278.31
Poly(p-phenylene malonate),233.0,178.14
Poly(p-phenylene succinate),300.0,192.17
Poly(p-phenylene sulfonate),276.0,156.16
Poly(p-phenylenediacetic anhydride),122.0,176.17
Poly(p-phenylenediethylene adipamide),310.0,274.36
Poly(p-phenylenediethylene azelamide),270.0,316.44
Poly(p-phenylenediethylene docosanediamide),230.0,498.8
Poly(p-phenylenediethylene dodecanediamide),280.0,358.53
Poly(p-phenylenediethylene heptadecanediamide),249.0,428.66
Poly(p-phenylenediethylene hexadecanediamide),258.0,414.63
Poly(p-phenylenediethylene m-phenylenediacetamide),222.0,322.41
Poly(p-phenylenediethylene octadecanediamide),248.0,442.69
Poly(p-phenylenediethylene octamethylenediurethane),212.0,362.47
Poly(p-phenylenediethylene pentadecanediamide),248.0,400.61
Poly(p-phenylenediethylene sebacamide),290.0,330.47
Poly(p-phenylenediethylene terephthalate),330.0,296.32
Poly(p-phenylenediethylene tetradecanediamide),267.0,386.58
Poly(p-phenylenediethylene thiodicaproamide),251.0,390.58
Poly(p-phenylenediethylene thiodienanthamide),234.0,418.64
Poly(p-phenylenediethylene thiodipelargonamide),222.0,474.75
Poly(p-phenylenediethylene thiodiundecanoamide),207.0,530.86
Poly(p-phenylenediethylene thiodivaleramide),252.0,362.53
Poly(p-phenylenediethylene tridecanediamide),262.0,372.55
Poly(p-phenylenediethylene undecandiamide),275.0,344.5
Poly(p-phenylenedipentamethylene terephthalate),116.0,380.48
Poly(p-phenylenedipropionic anhydride),92.0,204.22
Poly(p-phenyleneditetramethylene terephthalate),218.5,352.43
Poly(p-phenyleneditrimethylene hexamethylenediurethane),199.0,362.47
Poly(p-phenyleneditrimethylene terephthalate),162.0,324.38
Poly(p-phenyleneoxytrimethylene oxide),166.0,150.18
Poly(p-sulfonylphenylene sebacamide),117.0,338.42
Poly(p-tert-butyl-styrene),310.0,160.26
Poly(p-tert-butyl-vinyl benzoate),327.0,204.27
Poly(p-trifluoroacetyl-styrene),178.0,200.16
Poly(p-xylylene 5-oxadodecanediamide),200.0,332.44
Poly(p-xylylene 5-oxahexadecanediamide),220.0,388.55
Poly(p-xylylene 5-oxasebacamide),234.0,304.39
Poly(p-xylylene 5-oxatetradecanediamide),215.0,360.5
Poly(p-xylylene 5-oxaundecanediamide),190.0,318.42
Poly(p-xylylene 6-oxadodecanediamide),206.0,332.44
Poly(p-xylylene 6-oxaheptadecanediamide),223.0,402.58
Poly(p-xylylene 6-oxapentadecanediamide),217.0,374.52
Poly(p-xylylene 6-oxatridecanediamide),207.0,346.47
Poly(p-xylylene adipamide),336.5,246.31
Poly(p-xylylene adipate),77.0,248.28
Poly(p-xylylene azelamide),272.5,288.39
Poly(p-xylylene azelate),70.66666666666667,290.36
Poly(p-xylylene carbonate),185.0,164.16
Poly(p-xylylene disulfide),175.0,168.27
"Poly(p-xylylene dithiol-4,4'-methylenedibenzoate)",274.0,390.52
Poly(p-xylylene dithioladipate),170.0,280.41
Poly(p-xylylene dithiolisophthalate),210.0,300.4
Poly(p-xylylene docosanediamide),232.5,470.74
Poly(p-xylylene dodecanediamide),271.0,330.47
Poly(p-xylylene dodecanedioate),94.0,332.44
Poly(p-xylylene glutaramide),280.0,232.28
Poly(p-xylylene glutarate),58.0,206.2
Poly(p-xylylene heptadecanediamide),239.0,400.61
Poly(p-xylylene hexadecanediamide),248.0,386.58
Poly(p-xylylene isophthalamide),290.0,266.3
Poly(p-xylylene isophthalate),100.0,268.27
Poly(p-xylylene malonamide),110.0,204.23
Poly(p-xylylene octadecanediamide),238.5,414.63
Poly(p-xylylene oxalate),214.0,164.12
Poly(p-xylylene oxydibutyramide),242.0,290.36
Poly(p-xylylene oxydicaproamide),234.0,346.47
Poly(p-xylylene oxydienanthamide),229.0,374.52
Poly(p-xylylene oxydipelargonamide),215.0,430.63
Poly(p-xylylene oxydivaleramide),243.0,318.42
Poly(p-xylylene p-phenylenediacetate),146.0,296.32
Poly(p-xylylene pentadecanediamide),241.0,372.55
Poly(p-xylylene phthalamide),230.0,266.3
Poly(p-xylylene pimelamide),284.0,260.34
Poly(p-xylylene pimelate),66.5,262.3
Poly(p-xylylene sebacate),88.33333333333333,304.39
Poly(p-xylylene suberamide),305.0,274.36
Poly(p-xylylene suberate),82.0,276.33
Poly(p-xylylene succinate),115.0,220.22
Poly(p-xylylene terephthalate),254.5,268.27
Poly(p-xylylene tetradecanediamide),257.0,358.53
Poly(p-xylylene thiodicaproamide),236.0,362.53
Poly(p-xylylene thiodienanthamide),228.0,390.58
Poly(p-xylylene thiodipelargonamide),214.0,446.69
Poly(p-xylylene thiodiundecanoamide),200.0,502.8
Poly(p-xylylene thiodivaleramide),242.0,334.48
Poly(p-xylylene tridecanediamide),247.0,344.5
Poly(p-xylylene undecanediamide),264.0,316.44
Poly(p-xylyleneoctamethylenediurethane),168.0,334.42
Poly(pentadecyl-hexamethylene malonamide) (diacid),164.0,394.64
Poly(pentamethylene (tetramethylenedithio)-diethylene-diurethane],95.0,364.52
"Poly(pentamethylene 2,5-tetrahydrofurandipropionamide)",153.0,282.38
"Poly(pentamethylene 3,3'-dibenzoate)",60.0,310.35
"Poly(pentamethylene 4,4'-dibenzoate)",170.0,310.35
"Poly(pentamethylene 4,4'-oxydibenzoate)",70.0,326.35
"Poly(pentamethylene N,N'-ethylenbediterephthalamate)",312.0,424.45
"Poly(pentamethylene N,N'-hexamethylenediterephthalamate)",255.0,480.56
"Poly(pentamethylene N,N'-pentamethylenediterephthalamate)",198.0,466.53
"Poly(pentamethylene N,N'-tetramethylenediterephthalamate)",284.0,452.51
"Poly(pentamethylene N,N'-trimethylenediterephthalamate)",235.0,438.48
Poly(pentamethylene adipamide),239.25,212.29
Poly(pentamethylene adipamide-alt-pentamethylene oxamide),281.0,368.48
Poly(pentamethylene azelamide-alt-pentamethylene oxamide),268.0,410.56
Poly(pentamethylene cyclopropylenediurethane),170.0,228.25
Poly(pentamethylene dithiolisophthalate),175.0,266.38
Poly(pentamethylene dithiolterephthalate),232.0,266.38
Poly(pentamethylene dodecanedioate),60.0,298.42
Poly(pentamethylene isophthalate),82.0,234.25
Poly(pentamethylene m-carboxycarbanilate),80.0,249.27
Poly(pentamethylene m-phenylenedisulfonamide),160.0,304.38
Poly(pentamethylene octadecanediamide),167.0,380.62
Poly(pentamethylene oxalate),54.0,158.15
Poly(pentamethylene oxamide-alt-pentamethylene pimelamide),273.0,382.5
Poly(pentamethylene oxamide-alt-pentamethylene sebacamide),258.0,424.58
Poly(pentamethylene oxamide-alt-pentamethylene suberamide),273.0,396.53
Poly(pentamethylene oxydiacetamide),130.0,200.24
Poly(pentamethylene p-carboxycarbanilate),160.0,249.27
Poly(pentamethylene sebacamide),195.0,268.4
Poly(pentamethylene sebacate),54.0,270.37
Poly(pentamethylene sebacoyldiurea),205.0,354.45
Poly(pentamethylene suberamide),202.0,240.35
Poly(pentamethylene sulfonyldivalerate),86.0,334.43
Poly(pentamethylene tetradecanediamide),178.0,324.51
Poly(pentamethylene tridecanediamide),176.0,310.48
Poly(pentamethylene undecamethylenediurethane),123.0,342.48
Poly(pentamethylene undecanediamide),176.0,282.43
Poly(pentamethyleneoxy-p-phenylene oxide),164.0,178.23
Poly(pentamethylenethiotetramethylene sulfide),67.0,190.37
Poly(pentyl-hexamethylene malonamide) (diacid),151.0,254.37
"Poly(phenyl-4,4'-ethylidenediphenylene carbonate)",230.0,316.36
"Poly(phenyl-4,4'-methylenediphenylene carbonate)",215.0,302.33
Poly(pimelic anhydride),55.0,142.15
"Poly(piperazine 1,4-piperazinedipropionamide)",270.0,280.37
Poly(piperazine azelamide),148.0,238.33
Poly(piperazine isophthalamide),340.0,216.24
Poly(piperazine oxydiacetamide),258.0,184.2
Poly(piperazine phthalamide),325.0,216.24
Poly(piperazine suberamide),300.0,224.3
Poly(propyl-hexamethylene malonamide) (diacid),163.0,226.32
"Poly(propylene 4,4'-sulfonyldibenzamide)",335.0,344.38
Poly(propylene oxalate),180.0,130.1
Poly(propylidene),90.0,42.08
Poly(sebacic anhydride),81.0,184.24
Poly(sebacoyl dithionisophthaloyldihydrazide),294.0,392.54
Poly(styrene oxide),150.33333333333334,120.15000000000002
Poly(styrene sulfone),215.0,168.21
Poly(styrene),240.0,132.21
Poly(suberic anhydride),66.0,156.18
Poly(sulfonyldipropionic anhydride),237.0,192.18
Poly(terephthalaldehyde),180.0,134.13
Poly(terephthaloyl dithionisophthaloyldihydrazide),309.0,356.42
"Poly(tetradecamethylene N,N'-ethylenediterephthalamate)",249.0,550.7
"Poly(tetradecamethylene N,N'-hexamethylenediterephthalamate)",222.0,606.8
"Poly(tetradecamethylene N,N'-pentamethylenediterephthalamate)",200.0,592.78
"Poly(tetradecamethylene N,N'-tetramethylenediterephthalamate)",248.0,578.75
"Poly(tetradecamethylene N,N'-trimethylenediterephthalamate)",208.0,564.72
Poly(tetradecamethylene docosanediamide),153.0,562.97
Poly(tetradecamethylene dodecanediamide),175.0,422.7
Poly(tetradecamethylene octadecanediamide),158.0,506.36
Poly(tetradecamethylene p-phenylenediacetamide),235.0,386.58
Poly(tetradecamethylene p-phenylenedipropionamide),246.0,414.63
Poly(tetradecamethylene p-xylylenediurea),248.0,416.61
Poly(tetradecamethylene sebacamide),175.0,394.64
Poly(tetradecamethylene terephthalamide),265.0,358.53
Poly(tetradecanedioic anhydride),91.0,240.34
Poly(tetradecyl-hexamethylene malonamide) (diacid),150.0,380.62
"Poly(tetramethylene 1,4-cyclohexylenediurethane)",260.0,256.3
"Poly(tetramethylene 2,5-tetrahydrofurandipropionamide)",210.0,268.36
"Poly(tetramethylene 3,3'-dibenzoate)",66.0,296.32
"Poly(tetramethylene 4,4'-dibenzoate)",289.3333333333333,296.32
"Poly(tetramethylene 4,4'-propylenedibenzamide)",180.0,336.44
"Poly(tetramethylene N,N'-hexamethylenediterephthalamate)",300.0,466.53
"Poly(tetramethylene N,N'-trimethylenediterephthalamate)",193.0,424.45
Poly(tetramethylene adipamide-alt-tetramethylene oxamide),325.0,340.42
Poly(tetramethylene azelamide-alt-tetramethylene oxamide),300.0,382.5
Poly(tetramethylene azelate),51.0,242.32
Poly(tetramethylene carbonate),59.0,116.12
Poly(tetramethylene cyclopropylenediurethane),180.0,214.22
Poly(tetramethylene dithiodicarboxylate),115.0,208.25
Poly(tetramethylene dithioladipate),128.0,232.36
Poly(tetramethylene dithiolisophthalate),174.0,252.35
Poly(tetramethylene dithiolsebacate),98.0,288.47
Poly(tetramethylene dithiolterephthalate),310.0,252.35
Poly(tetramethylene dithionisophthalate),118.0,252.35
Poly(tetramethylene dodecanediamide),245.0,282.43
Poly(tetramethylene isophthalamide),262.0,218.26
Poly(tetramethylene m-carboxycarbanilate),60.0,235.24
Poly(tetramethylene m-phenylenedisulfonamide),215.0,290.35
Poly(tetramethylene nonamethylenediurethane),140.0,300.4
Poly(tetramethylene octamethylenediurethane),160.0,286.37
Poly(tetramethylene oxalate),105.0,144.13
Poly(tetramethylene oxamide-alt-tetramethylene pimelamide),301.0,354.45
Poly(tetramethylene oxamide-alt-tetramethylene sebacamide),290.0,396.53
Poly(tetramethylene oxamide-alt-tetramethylene suberamide),310.0,368.48
Poly(tetramethylene oxydiacetate),70.0,188.18
Poly(tetramethylene p-carboxycarbanilate),186.0,235.24
Poly(tetramethylene p-phenylenediacetate),63.0,248.28
Poly(tetramethylene p-xylylenediurethane),227.0,278.31
Poly(tetramethylene pentamethylenediurethane),159.0,244.29
Poly(tetramethylene pimelamide),235.5,212.29
Poly(tetramethylene sebacamide),246.5,254.33
Poly(tetramethylene suberamide),250.0,226.32
Poly(tetramethylene suberate),56.0,228.29
Poly(tetramethylene sulfone),185.5,120.17
Poly(tetramethylene sulfonyldivalerate),88.0,320.4
Poly(tetramethylene tetramethylenediurethane),193.0,230.26
Poly(tetramethylene tetrathiodicarboxylate},92.0,272.37
Poly(tetramethylene thiodicarboxylate),90.0,176.19
Poly(tetramethylene thioditrimethylenediurethane),133.0,290.38
Poly(tetramethylene thiourea),213.0,130.21
Poly(tetramethylene trithiodicarboxylate),66.0,240.31
Poly(tetramethylene undecamethylenediurethane),146.0,328.45
Poly(tetramethylene undecanediamide),208.0,268.4
Poly(tetramethylenedithiotrimethylene disulfide),53.0,226.43
Poly(tetramethylenethiotrimethylene sulfide),64.0,162.32
Poly(tetramethylethylene oxide),300.0,100.16
Poly(thiodiethylene dithioladipate),70.0,264.43
Poly(thiodiethylene dithiolterephthalate),146.0,284.42
Poly(thiodiethylene hexamethylenediurethane),134.0,290.38
Poly(thiodipropionic anhydride),55.0,160.19
Poly(thioditetramethylene hexamethylenediurethane),125.0,346.49
"Poly(trans-1,2-dichloro-pentamethylene",75.0,139.02
"Poly(trans-1,2-dichloroheptamethylene)",53.0,167.08
"Poly(trans-1,2-dichloromethylethylene oxide)",145.0,141.0
"Poly(trans-1,3-cyclohexylene adipamide)",300.0,224.3
"Poly(trans-1,3-cyclohexylene azelamide)",300.0,266.38
"Poly(trans-1,3-cyclohexylene sebacamide)",290.0,280.41
"Poly(trans-1,4-cyclohexylene dithiolsuccinate)",302.0,230.35
"Poly(trans-1,4-cyclohexylene octamethylenediurethane)",243.66666666666666,312.41
"Poly(trans-1,4-cyclohexylene suberate)",181.0,254.33
"Poly(trans-1,4-cyclohexylenedimethylene 2,6-naphthalate)",341.0,324.38
"Poly(trans-1,4-cyclohexylenedimethylene adipamide)",344.6666666666667,252.36
"Poly(trans-1,4-cyclohexylenedimethylene azelamide)",275.0,294.44
"Poly(trans-1,4-cyclohexylenedimethylene dithiol-trans-1,4-cyclohexylenedicarboxylate)",310.0,312.49
"Poly(trans-1,4-cyclohexylenedimethylene dodecanediamide)",279.0,336.52
"Poly(trans-1,4-cyclohexylenedimethylene dodecanedioate)",85.0,338.49
"Poly(trans-1,4-cyclohexylenedimethylene glutaramide)",290.0,238.33
"Poly(trans-1,4-cyclohexylenedimethylene isophthalamide)",310.0,272.35
"Poly(trans-1,4-cyclohexylenedimethylene isophthalate)",197.0,274.32
"Poly(trans-1,4-cyclohexylenedimethylene octamethylenediurethane)",160.0,340.46
"Poly(trans-1,4-cyclohexylenedimethylene oxalate)",215.0,198.22
"Poly(trans-1,4-cyclohexylenedimethylene pimelamide)",293.0,266.38
"Poly(trans-1,4-cyclohexylenedimethylene sebacamide)",296.0,308.47
"Poly(trans-1,4-cyclohexylenedimethylene sebacate)",78.0,310.43
"Poly(trans-1,4-cyclohexylenedimethylene suberamide)",311.0,280.41
"Poly(trans-1,4-cyclohexylenedimethylene suberate)",96.0,282.38
"Poly(trans-1,4-cyclohexylenedimethylene trans-1,4-cyclohexylenedicarboxylate)",246.0,280.36
"Poly(trans-1,4-cyclohexylenedimethylene)-oxymethylene oxide)",82.0,156.22
"Poly(trans-1,4-cyclohexyleneoxymethylene oxide)",209.0,128.17
"Poly(trans-1,4-dioxanylene-2,5-dimethylene adipamide)",291.0,256.3
"Poly(trans-1,4-dioxanylene-2,5-dimethylene sebacamide)",262.0,312.41
Poly(trans-1-butoxy-2-methylethylene),100.0,114.19
Poly(trans-1-ethoxy-2-methoxyethylene),217.0,102.13
Poly(trans-1-ethoxy-2-methylethylene),236.5,86.13
Poly(trans-1-isopropoxy-2-methylethylene),211.0,100.16
"Poly(trans-1-methyl-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate) (diacid)",90.0,336.39
Poly(trans-1-methyl-piperazine cyclopropylenedicarboxamide) (diacid),130.0,194.23
"Poly(trans-2,3-dimethyl-decamethylene fumaramide) (diacid)",267.0,280.41
Poly(trans-2-butene sulfide),177.0,256.3
"Poly(trans-3-methyl-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate) (diacid)",130.0,336.39
"Poly(trans-4,4'-isopropylidenediphenylene cyclopropylene-dicarboxylate)",180.0,322.36
Poly(trans-cyclopropylenedimethylene cyclopropylenediurethane),210.0,226.23
Poly(trans-cyclopropylenedimethylene hexamethylenediurethane),165.0,270.33
Poly(trans-cyclopropylenedimethylene piperazinediurethane),100.0,240.26
Poly(trans-cyclopropylenedimethylene toluylenediurethane),200.0,276.29
"Poly(trans-ethylene 1,4-cyclohexylenedicarboxylate)",120.0,198.22
Poly(trans-heptamethylene 4-octenediamide),261.0,266.38
Poly(trans-m-phenylene cyclopropylenedi(carboxylate)),105.0,204.18
Poly(trans-nonamethylene 4-octenediamide),248.0,294.44
Poly(trans-octamethylene 4-octenediamide),256.0,280.41
Poly(trans-p-phenylene cyclopropylenedicarboxylate),280.0,204.18
"Poly(trans-p-xylylene 1,4-cyclohexylenedicarboxylate)",106.0,274.32
Poly(trans-pentamethylene 4-octenediamide),258.0,238.33
Poly(trans-piperazine cyclopropylenedicarboxamide),330.0,180.21
"Poly(trans-trimethylene 1,4-cyclohexylenedicarboxylate)",110.0,212.24
Poly(trans-trimethylene 4-octenediamide),271.0,210.28
Poly(trans-trimethylene cyclopropylenedicarboxamide),310.0,168.2
"Poly(tridecamethylene N,N'-ethylenediterephthalamate)",257.0,536.67
"Poly(tridecamethylene N,N'-hexamethylenediterephthalamate)",222.0,592.78
"Poly(tridecamethylene N,N'-pentamethylenediterephthalamate)",194.0,578.75
"Poly(tridecamethylene N,N'-tetramethylenediterephthalamate)",248.0,564.72
"Poly(tridecamethylene N,N'-trimethylenediterephthalamate)",206.0,550.7
Poly(tridecanedioic anhydride),78.0,226.32
Poly(tridecyl-hexamethylene malonamide) (diacid),133.0,366.59
"Poly(trimethylene 2,2'-dibenzoate)",78.0,282.3
"Poly(trimethylene 3,3'-dibenzoate)",78.0,282.3
"Poly(trimethylene 4,4'-dibenzoate)",249.0,282.3
"Poly(trimethylene 4,4'-oxydibenzoate)",90.0,298.3
"Poly(trimethylene 4,4'-sulfonyldibenzamide)",298.0,344.38
"Poly(trimethylene N,N'-trimethylenediterephthalamate)",235.0,410.43
